"","organization","IPC1_US","IPC2_US","IPC3_US","organization_cleaned","pot_parent","pot_parent_country","IPC1","IPC2","IPC3","pot_parent_cleaned","name_diff_lv","name_diff_osa","name_diff_dl","name_diff_cosine","name_diff_jw","name_diff_jac","match"
"5170","linex","H04W","H04B","H04L","linex","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5171","link","H04M","G01M","A63H","link","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5172","linq3","G07F","G06Q","A63F","linq3","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5173","lion","G09B","A62C","A62B","lion","lion","AU","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5174","lion semiconductor","H02M","H02J",NA,"lion","lion","AU","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5175","lionel","A63H","H05K",NA,"lionel","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5176","lipton","A23D","B65D","A23L","lipton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5177","liqid","G06F","H05K","B32B","liqid","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5178","lisco","A63B","A47D","C08L","lisco","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5179","lisle","B25B","B25H","F16N","lisle","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5180","litex","B01D","F04D","H05B","litex","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5181","litl","G06F","H04N","H04L","litl","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5182","litron laboratories","G01N","C12Q","A01N","litron","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5183","litton industrial","B24B","A61B","B23Q","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5184","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5185","litton systems","G01C","G02B","H01J","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5186","livio","H04W","H04L","G07C","livio","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5187","chemical lime","C04B","C09K","C22B","lime","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5188","li cor","G01N","C07D","G01J","li cor","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5189","li medical","A61B","A61F","F16B","li","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5190","li san","A24F",NA,NA,"li san","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5191","li yu","C07K","G06T",NA,"li yu","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5192","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5193","life","C12Q","G01N","C12N","life","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5194","life services","G01R","H03H","A61B","life","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5195","lifoam","B29C","C08J","B21C","lifoam","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5196","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5197","light","H02K","H01F","H04W","light","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5198","lilly","C09G","C09D","D21H","lilly","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5199","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5200","lincoln industrial","F16N","G01F","F04B","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5201","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5202","linde","B01D","C23C","F17C","linde","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5203","linden","G06F","C12Q","C07H","linden","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5204","linex","H04W","H04B","H04L","linex","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5205","link","H04M","G01M","A63H","link","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5206","linq3","G07F","G06Q","A63F","linq3","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5207","lion","G09B","A62C","A62B","lion","lion","JP","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5208","lion semiconductor","H02M","H02J",NA,"lion","lion","JP","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5209","lionel","A63H","H05K",NA,"lionel","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5210","lipton","A23D","B65D","A23L","lipton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5211","liqid","G06F","H05K","B32B","liqid","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5212","lisco","A63B","A47D","C08L","lisco","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5213","lisle","B25B","B25H","F16N","lisle","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5214","litex","B01D","F04D","H05B","litex","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5215","litl","G06F","H04N","H04L","litl","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5216","litron laboratories","G01N","C12Q","A01N","litron","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5217","litton industrial","B24B","A61B","B23Q","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5218","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5219","litton systems","G01C","G02B","H01J","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5220","livio","H04W","H04L","G07C","livio","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5221","chemical lime","C04B","C09K","C22B","lime","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5222","li cor","G01N","C07D","G01J","li cor","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5223","li medical","A61B","A61F","F16B","li","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5224","li san","A24F",NA,NA,"li san","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5225","li yu","C07K","G06T",NA,"li yu","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5226","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5227","life","C12Q","G01N","C12N","life","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5228","life services","G01R","H03H","A61B","life","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5229","lifoam","B29C","C08J","B21C","lifoam","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5230","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5231","light","H02K","H01F","H04W","light","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5232","lilly","C09G","C09D","D21H","lilly","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5233","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5234","lincoln industrial","F16N","G01F","F04B","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5235","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5236","linde","B01D","C23C","F17C","linde","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5237","linden","G06F","C12Q","C07H","linden","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5238","linex","H04W","H04B","H04L","linex","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5239","link","H04M","G01M","A63H","link","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5240","linq3","G07F","G06Q","A63F","linq3","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5241","lion","G09B","A62C","A62B","lion","lion","MY","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5242","lion semiconductor","H02M","H02J",NA,"lion","lion","MY","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5243","lionel","A63H","H05K",NA,"lionel","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5244","lipton","A23D","B65D","A23L","lipton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5245","liqid","G06F","H05K","B32B","liqid","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5246","lisco","A63B","A47D","C08L","lisco","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5247","lisle","B25B","B25H","F16N","lisle","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5248","litex","B01D","F04D","H05B","litex","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5249","litl","G06F","H04N","H04L","litl","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5250","litron laboratories","G01N","C12Q","A01N","litron","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5251","litton industrial","B24B","A61B","B23Q","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5252","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5253","litton systems","G01C","G02B","H01J","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5254","livio","H04W","H04L","G07C","livio","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5255","chemical lime","C04B","C09K","C22B","lime","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5256","li cor","G01N","C07D","G01J","li cor","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5257","li medical","A61B","A61F","F16B","li","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5258","li san","A24F",NA,NA,"li san","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5259","li yu","C07K","G06T",NA,"li yu","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5260","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5261","life","C12Q","G01N","C12N","life","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5262","life services","G01R","H03H","A61B","life","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5263","lifoam","B29C","C08J","B21C","lifoam","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5264","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5265","light","H02K","H01F","H04W","light","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5266","lilly","C09G","C09D","D21H","lilly","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5267","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5268","lincoln industrial","F16N","G01F","F04B","lincoln","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5269","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5270","linde","B01D","C23C","F17C","linde","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5271","linden","G06F","C12Q","C07H","linden","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5272","linex","H04W","H04B","H04L","linex","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5273","link","H04M","G01M","A63H","link","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5274","linq3","G07F","G06Q","A63F","linq3","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5275","lion","G09B","A62C","A62B","lion","lion","AU","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5276","lion semiconductor","H02M","H02J",NA,"lion","lion","AU","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5277","lionel","A63H","H05K",NA,"lionel","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5278","lipton","A23D","B65D","A23L","lipton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5279","liqid","G06F","H05K","B32B","liqid","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5280","lisco","A63B","A47D","C08L","lisco","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5281","lisle","B25B","B25H","F16N","lisle","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5282","litex","B01D","F04D","H05B","litex","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5283","litl","G06F","H04N","H04L","litl","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5284","litron laboratories","G01N","C12Q","A01N","litron","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5285","litton industrial","B24B","A61B","B23Q","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5286","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5287","litton systems","G01C","G02B","H01J","litton","lion","AU","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5288","livio","H04W","H04L","G07C","livio","lion","AU","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5289","chemical lime","C04B","C09K","C22B","lime","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5290","li cor","G01N","C07D","G01J","li cor","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5291","li medical","A61B","A61F","F16B","li","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5292","li san","A24F",NA,NA,"li san","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5293","li yu","C07K","G06T",NA,"li yu","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5294","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5295","life","C12Q","G01N","C12N","life","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5296","life services","G01R","H03H","A61B","life","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5297","lifoam","B29C","C08J","B21C","lifoam","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5298","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5299","light","H02K","H01F","H04W","light","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5300","lilly","C09G","C09D","D21H","lilly","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5301","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5302","lincoln industrial","F16N","G01F","F04B","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5303","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5304","linde","B01D","C23C","F17C","linde","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5305","linden","G06F","C12Q","C07H","linden","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5306","linex","H04W","H04B","H04L","linex","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5307","link","H04M","G01M","A63H","link","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5308","linq3","G07F","G06Q","A63F","linq3","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5309","lion","G09B","A62C","A62B","lion","lion","JP","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5310","lion semiconductor","H02M","H02J",NA,"lion","lion","JP","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5311","lionel","A63H","H05K",NA,"lionel","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5312","lipton","A23D","B65D","A23L","lipton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5313","liqid","G06F","H05K","B32B","liqid","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5314","lisco","A63B","A47D","C08L","lisco","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5315","lisle","B25B","B25H","F16N","lisle","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5316","litex","B01D","F04D","H05B","litex","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5317","litl","G06F","H04N","H04L","litl","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5318","litron laboratories","G01N","C12Q","A01N","litron","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5319","litton industrial","B24B","A61B","B23Q","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5320","litton industrial automation systems","B65G","B23Q","B24B","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5321","litton systems","G01C","G02B","H01J","litton","lion","JP","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
"5322","livio","H04W","H04L","G07C","livio","lion","JP","A61K","C11D","A61Q","lion",3,3,3,0.244071053981546,0.366666666666667,0.4,NA
"5323","chemical lime","C04B","C09K","C22B","lime","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5324","li cor","G01N","C07D","G01J","li cor","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5325","li medical","A61B","A61F","F16B","li","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.166666666666667,0.5,NA
"5326","li san","A24F",NA,NA,"li san","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5327","li yu","C07K","G06T",NA,"li yu","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5328","lidak pharmaceuticals","A61K","A01K","C12N","lidak","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5329","life","C12Q","G01N","C12N","life","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5330","life services","G01R","H03H","A61B","life","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.5,0.333333333333333,0.666666666666667,NA
"5331","lifoam","B29C","C08J","B21C","lifoam","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5332","ligand pharmaceuticals","A61K","C07D","C07C","ligand","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.387627564304205,0.25,0.571428571428571,NA
"5333","light","H02K","H01F","H04W","light","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5334","lilly","C09G","C09D","D21H","lilly","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.396977310844473,0.366666666666667,0.6,NA
"5335","lincoln diagnostics","A61B","G10D","C03C","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5336","lincoln industrial","F16N","G01F","F04B","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5337","lincoln manufacturing","A47J","A21B","A21C","lincoln","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.0954659662667091,0.226190476190476,0.2,NA
"5338","linde","B01D","C23C","F17C","linde","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5339","linden","G06F","C12Q","C07H","linden","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.292893218813453,0.25,0.5,NA
"5340","linex","H04W","H04B","H04L","linex","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5341","link","H04M","G01M","A63H","link","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.25,0.166666666666667,0.4,NA
"5342","linq3","G07F","G06Q","A63F","linq3","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.216666666666667,0.5,NA
"5343","lion","G09B","A62C","A62B","lion","lion","MY","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5344","lion semiconductor","H02M","H02J",NA,"lion","lion","MY","A61K","C11D","A61Q","lion",0,0,0,0,0,0,1
"5345","lionel","A63H","H05K",NA,"lionel","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.116116523516816,0.111111111111111,0.2,NA
"5346","lipton","A23D","B65D","A23L","lipton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5347","liqid","G06F","H05K","B32B","liqid","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5348","lisco","A63B","A47D","C08L","lisco","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.329179606750063,0.366666666666667,0.5,NA
"5349","lisle","B25B","B25H","F16N","lisle","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.433053290486159,0.366666666666667,0.666666666666667,NA
"5350","litex","B01D","F04D","H05B","litex","lion","MY","A61K","C11D","A61Q","lion",3,3,3,0.552786404500042,0.366666666666667,0.714285714285714,NA
"5351","litl","G06F","H04N","H04L","litl","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.387627564304205,0.333333333333333,0.6,NA
"5352","litron laboratories","G01N","C12Q","A01N","litron","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.183503419072274,0.111111111111111,0.333333333333333,NA
"5353","litton industrial","B24B","A61B","B23Q","litton","lion","MY","A61K","C11D","A61Q","lion",2,2,2,0.292893218813453,0.111111111111111,0.2,NA
