"","organization","IPC1_US","IPC2_US","IPC3_US","organization_cleaned","pot_parent","pot_parent_country","IPC1","IPC2","IPC3","pot_parent_cleaned","name_diff_lv","name_diff_osa","name_diff_dl","name_diff_cosine","name_diff_jw","name_diff_jac","match"
"11780","ultra communications","G02B","G01N","G01M","ultra","ulead systems","TW","G06T","H04N","G06F","ulead",3,3,3,0.4,0.266666666666667,0.571428571428571,NA
"11781","ultrak","H04N","G08B","H04B","ultrak","ulead systems","TW","G06T","H04N","G06F","ulead",3,3,3,0.452277442494834,0.3,0.625,NA
"11782","uluru","A61L","A61K",NA,"uluru","ulead systems","TW","G06T","H04N","G06F","ulead",3,3,3,0.460640110029406,0.4,0.666666666666667,NA
"11783","ultradent","A61C","A61K","B05C","ultradent","ultrasone","DE","H04R",NA,NA,"ultrasone",3,3,3,0.19596974779263,0.195767195767196,0.3,NA
"11784","ultrapointe","G01N","G02B","G06T","ultrapointe","ultrasone","DE","H04R",NA,NA,"ultrasone",3,3,3,0.167949705662156,0.127946127946128,0.272727272727273,NA
"11785","unicast communications","G06Q","G06F",NA,"unicast","unicharm","JP","A61F","A01K","A47L","unicharm",3,3,3,0.331846895218939,0.220238095238095,0.5,NA
"11786","uniphase","H01S","G02B","G02F","uniphase","unicharm","JP","A61F","A01K","A47L","unicharm",3,3,3,0.375,0.25,0.545454545454545,NA
"11787","uniphase telecommunications","G02B","G02F","H04B","uniphase","unicharm","JP","A61F","A01K","A47L","unicharm",3,3,3,0.375,0.25,0.545454545454545,NA
"11788","unex","B25B","H04R","H04M","unex","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.292893218813453,0.25,0.5,NA
"11789","uni systems","E04B","E04F","B66F","uni","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.183503419072274,0.166666666666667,0.4,NA
"11790","uniax","H01L","B29C","H01B","uniax","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"11791","unico","E21B","H02P","F04B","unico","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"11792","uniden america","H04W","H04M","H03J","uniden","uniden","JP","H04M","H04B","H01P","uniden",0,0,0,0,0,0,1
"11793","unify","H04L","H04M","G06F","unify","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"11794","unigen","A61K","C07C","G01R","unigen","uniden","JP","H04M","H04B","H01P","uniden",1,1,1,0.125,0.111111111111111,0.333333333333333,NA
"11795","unigen pharmaceuticals","A61K","A61Q",NA,"unigen","uniden","JP","H04M","H04B","H01P","uniden",1,1,1,0.125,0.111111111111111,0.333333333333333,NA
"11796","unigene laboratories","A61K","C07K","C12P","unigene","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.147197134577558,0.150793650793651,0.333333333333333,NA
"11797","uniken","H04L",NA,NA,"uniken","uniden","JP","H04M","H04B","H01P","uniden",1,1,1,0.125,0.111111111111111,0.333333333333333,NA
"11798","unikey","G07C",NA,NA,"unikey","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.278312163512968,0.222222222222222,0.428571428571429,NA
"11799","unilead","A61B",NA,NA,"unilead","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.198216274262727,0.253968253968254,0.285714285714286,NA
"11800","uniloc","G06F","H04L","H04W","uniloc","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"11801","unimed pharmaceuticals","A61K","A61B","A01N","unimed","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11802","unimin","B02C","C04B","B01J","unimin","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.217376207875074,0.222222222222222,0.5,NA
"11803","union semiconductor","G11C","C23F","G03F","union","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.198216274262727,0.177777777777778,0.5,NA
"11804","unique","G01R","A63H","H01H","unique","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.25,0.222222222222222,0.333333333333333,NA
"11805","unirac","H02S","F24S","F16M","unirac","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.422649730810374,0.333333333333333,0.625,NA
"11806","unisen","A63B","G05B","H02P","unisen","uniden","JP","H04M","H04B","H01P","uniden",1,1,1,0.125,0.111111111111111,0.333333333333333,NA
"11807","unison","F02C","F01D","G01K","unison","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.25,0.222222222222222,0.571428571428571,NA
"11808","unisyn medical","G01S","H04R","G01N","unisyn","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.25,0.222222222222222,0.571428571428571,NA
"11809","unisys","G06F","H04L","G01R","unisys","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.5,0.333333333333333,0.571428571428571,NA
"11810","united","F01D","F02C","F02K","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11811","united  automotive","B60R","H01R","H01H","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11812","united  automotive systems","B60R","B60J","B60Q","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11813","united  motor systems","H01R","H02P","H02K","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11814","united chemical","B01J","G01N","C12N","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11815","united laboratories","C02F","C11D","C09K","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11816","united therapeutics","A61K","C07C","A01N","united","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.133974596215561,0.177777777777778,0.166666666666667,NA
"11817","unitek","A61C","A61K","B23K","unitek","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.278312163512968,0.222222222222222,0.428571428571429,NA
"11818","unitel","C07C","C12P","A61K","unitel","uniden","JP","H04M","H04B","H01P","uniden",2,2,2,0.278312163512968,0.222222222222222,0.428571428571429,NA
"11819","unity semiconductor","G11C","H01L","G06F","unity","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.367544467966324,0.3,0.571428571428571,NA
"11820","univera pharmaceuticals","A61K","C12P","G01N","univera","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.331846895218939,0.253968253968254,0.5,NA
"11821","uniweld","F16L","F23D","F25B","uniweld","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.198216274262727,0.253968253968254,0.285714285714286,NA
"11822","unwired","H04H","H04B","H04L","unwired","uniden","JP","H04M","H04B","H01P","uniden",3,3,3,0.198216274262727,0.253968253968254,0.285714285714286,NA
"11823","united microelectronics","H01L","G11C","B24B","united microelectronics","united microelectronics","TW","H01L","G03F","G06F","united microelectronics",0,0,0,0,0,0,1
"11824","unimin","B02C","C04B","B01J","unimin","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.262135212627378,0.253968253968254,0.571428571428571,NA
"11825","united","F01D","F02C","F02K","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11826","united  automotive","B60R","H01R","H01H","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11827","united  automotive systems","B60R","B60J","B60Q","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11828","united  motor systems","H01R","H02P","H02K","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11829","united chemical","B01J","G01N","C12N","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11830","united laboratories","C02F","C11D","C09K","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11831","united therapeutics","A61K","C07C","A01N","united","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
"11832","unitek","A61C","A61K","B23K","unitek","unitika","JP","C08G","C08J","B32B","unitika",2,2,2,0.183503419072274,0.150793650793651,0.285714285714286,NA
"11833","unitel","C07C","C12P","A61K","unitel","unitika","JP","C08G","C08J","B32B","unitika",3,3,3,0.319586182560228,0.253968253968254,0.5,NA
